Plug API,Adjusted Plug Depth,Depth of QEP Top,Formation From QEP Tops,Plug Distance from QEP Top,Deepest Top
42003422920000,8174,8143.22,LNRD,30.78,no
42003422920000,8250,8143.22,LNRD,106.78,no
42003422920000,9765,9717.84,DEAN,47.16,no
42003422920000,8535,8143.22,LNRD,391.78,no
42003422920000,9298,9124.94,SPRBL,173.06,no
42003422920000,8521.5,8143.22,LNRD,378.28,no
42003422920000,9566,9389.23,SPRBS,176.77,no
42003422920000,9407,9389.23,SPRBS,17.77,no
42003422920000,7950,7660.53,CLFKL,289.47,no
42003422920000,9606,9389.23,SPRBS,216.77,no
42003450810000,10009.5,9995.09,WFMPC,14.41,no
42003450810000,9878.25,9860.07,WFMPB,18.18,no
42003450810000,10684,10656.7,CNYN,27.3,no
42003450810000,10824.75,10656.7,CNYN,168.05,no
42003450810000,9995.5,9995.09,WFMPC,0.41,no
42003450810000,9974.5,9860.07,WFMPB,114.43,no
42003450810000,9377.75,9171.5,SPRBS,206.25,no
42003450810000,10651.75,10450.1,WFMPD,201.65,no
42003450810000,10643,10450.1,WFMPD,192.9,no
42003450810000,10633.5,10450.1,WFMPD,183.4,no
42003450810000,9984,9860.07,WFMPB,123.93,no
42003450810000,10702.5,10656.7,CNYN,45.8,no
42003450810000,10848.25,10656.7,CNYN,191.55,no
42003450810000,10601.25,10450.1,WFMPD,151.15,no
42003450810000,8060,7975.54,CLFKL,84.46,no
42003450810000,9890.5,9860.07,WFMPB,30.43,no
42003450810000,10663,10656.7,CNYN,6.3,no
42003450810000,10769.75,10656.7,CNYN,113.05,no
42003450810000,10797.25,10656.7,CNYN,140.55,no
42003450810000,10750.5,10656.7,CNYN,93.8,no
42003450810000,9349.75,9171.5,SPRBS,178.25,no
42003450810000,10815,10656.7,CNYN,158.3,no
42003450810000,9367.75,9171.5,SPRBS,196.25,no
42003450810000,10711.75,10656.7,CNYN,55.05,no
42003450810000,10760.5,10656.7,CNYN,103.8,no
42003450810000,10621.5,10450.1,WFMPD,171.4,no
42003450810000,8045.5,7975.54,CLFKL,69.96,no
42003450810000,9358.5,9171.5,SPRBS,187,no
42003450810000,10611.75,10450.1,WFMPD,161.65,no
42003450810000,9927.25,9860.07,WFMPB,67.18,no
42003450810000,10859.25,10656.7,CNYN,202.55,no
42003450810000,10020.5,9995.09,WFMPC,25.41,no
42003450810000,9913,9860.07,WFMPB,52.93,no
42003450810000,10788,10656.7,CNYN,131.3,no
42003450810000,10804.75,10656.7,CNYN,148.05,no
42003450810000,9870.75,9860.07,WFMPB,10.68,no
42003450810000,8087.5,7975.54,CLFKL,111.96,no
42003450810000,8076.75,7975.54,CLFKL,101.21,no
42003450810000,10834.25,10656.7,CNYN,177.55,no
42003466800000,10114,10089.7,WFMPB,24.3,no
42003466800000,9911,9864.35,WFMP,46.65,no
42003466800000,10925,10863.8,CNYN,61.2,no
42003466800000,10382,10252.9,WFMPC,129.1,no
42003466800000,9200,9002.12,SPRBL,197.88,no
42003466800000,8958,8775.03,SPRBM,182.97,no
42003466800000,6888,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42003466800000,9424,9318.78,SPRBS,105.22,no
42003466800000,10240,10089.7,WFMPB,150.3,no
42003466800000,10672,10637.2,WFMPD,34.8,no
42003466800000,10844,10637.2,WFMPD,206.8,no
42003466800000,10200,10089.7,WFMPB,110.3,no
42003466800000,8416.5,8270.86,LNRD,145.64,no
42003466800000,9080.5,9002.12,SPRBL,78.38,no
42003466800000,11108,10863.8,CNYN,244.2,no
42003466800000,8792.5,8775.03,SPRBM,17.47,no
42003466800000,10330,10252.9,WFMPC,77.1,no
42003466800000,9363.5,9318.78,SPRBS,44.72,no
42003466800000,7665.5,7285.44,CLFKM,380.06,no
42003466800000,9595,9318.78,SPRBS,276.22,no
42003466800000,8335,8270.86,LNRD,64.14,no
42003466800000,11136.5,10863.8,CNYN,272.7,no
42033321620000,7631.5,7592.59,WFMPB,38.91,yes
42033321620000,8239.5,7592.59,WFMPB,646.91,yes
42033321620000,8179.5,7592.59,WFMPB,586.91,yes
42033321620000,8186.5,7592.59,WFMPB,593.91,yes
42033321620000,8203.5,7592.59,WFMPB,610.91,yes
42033321620000,7694.5,7592.59,WFMPB,101.91,yes
42033321620000,7729.5,7592.59,WFMPB,136.91,yes
42033321620000,8276.5,7592.59,WFMPB,683.91,yes
42033321620000,7683,7592.59,WFMPB,90.41,yes
42033321620000,8257.5,7592.59,WFMPB,664.91,yes
42033321620000,8327.5,7592.59,WFMPB,734.91,yes
42033321620000,8249,7592.59,WFMPB,656.41,yes
42033321620000,8158,7592.59,WFMPB,565.41,yes
42033321620000,7689.5,7592.59,WFMPB,96.91,yes
42033321620000,8148,7592.59,WFMPB,555.41,yes
42033321620000,8264,7592.59,WFMPB,671.41,yes
42033321620000,8165.5,7592.59,WFMPB,572.91,yes
42033321620000,8206.5,7592.59,WFMPB,613.91,yes
42033321620000,7677,7592.59,WFMPB,84.41,yes
42033321620000,8301.5,7592.59,WFMPB,708.91,yes
42033321620000,8123,7592.59,WFMPB,530.41,yes
42033321620000,8168,7592.59,WFMPB,575.41,yes
42033321620000,8193.5,7592.59,WFMPB,600.91,yes
42033321620000,8283.5,7592.59,WFMPB,690.91,yes
42033321620000,8308.5,7592.59,WFMPB,715.91,yes
42033321620000,7739.5,7592.59,WFMPB,146.91,yes
42033321620000,8224.5,7592.59,WFMPB,631.91,yes
42033321620000,8138,7592.59,WFMPB,545.41,yes
42033321620000,7699.5,7592.59,WFMPB,106.91,yes
42033321620000,8348.5,7592.59,WFMPB,755.91,yes
42033321620000,8357.5,7592.59,WFMPB,764.91,yes
42033321620000,8316,7592.59,WFMPB,723.41,yes
42033321620000,7668.5,7592.59,WFMPB,75.91,yes
42033321620000,7678,7592.59,WFMPB,85.41,yes
42033321620000,8153,7592.59,WFMPB,560.41,yes
42033321620000,8163,7592.59,WFMPB,570.41,yes
42033321620000,8217.5,7592.59,WFMPB,624.91,yes
42033321620000,7734.5,7592.59,WFMPB,141.91,yes
42033321620000,7744.5,7592.59,WFMPB,151.91,yes
42033321620000,8133,7592.59,WFMPB,540.41,yes
42033321620000,8115,7592.59,WFMPB,522.41,yes
42033321620000,7724.5,7592.59,WFMPB,131.91,yes
42033321620000,8143,7592.59,WFMPB,550.41,yes
42033321620000,8198.5,7592.59,WFMPB,605.91,yes
42033321620000,8232.5,7592.59,WFMPB,639.91,yes
42033321620000,8335.5,7592.59,WFMPB,742.91,yes
42033321620000,7704.5,7592.59,WFMPB,111.91,yes
42033321620000,7719.5,7592.59,WFMPB,126.91,yes
42033321620000,8175.5,7592.59,WFMPB,582.91,yes
42033321620000,8245.5,7592.59,WFMPB,652.91,yes
42033321620000,7709.5,7592.59,WFMPB,116.91,yes
42033321620000,7714.5,7592.59,WFMPB,121.91,yes
42033321620000,8128,7592.59,WFMPB,535.41,yes
42033321650000,7367.5,7285.23,WFMP,82.27,no
42033321650000,7343,7285.23,WFMP,57.77,no
42033321650000,7382,7285.23,WFMP,96.77,no
42033321650000,7323,7285.23,WFMP,37.77,no
42033321650000,7373.5,7285.23,WFMP,88.27,no
42033321650000,7458.5,7393.92,WFMPB,64.58,yes
42033321650000,7504,7393.92,WFMPB,110.08,yes
42033321650000,7261.5,7133.27,DEAN,128.23,no
42033321650000,7513.5,7393.92,WFMPB,119.58,yes
42033321650000,7432.5,7393.92,WFMPB,38.58,yes
42033321650000,7215,7133.27,DEAN,81.73,no
42033321650000,7452,7393.92,WFMPB,58.08,yes
42033321650000,7548,7393.92,WFMPB,154.08,yes
42033321650000,7423.5,7393.92,WFMPB,29.58,yes
42033321650000,7484.5,7393.92,WFMPB,90.58,yes
42033321650000,7309.5,7285.23,WFMP,24.27,no
42033321650000,7386.5,7285.23,WFMP,101.27,no
42033321650000,7184.5,7133.27,DEAN,51.23,no
42033321650000,7442,7393.92,WFMPB,48.08,yes
42033321650000,7160.5,7133.27,DEAN,27.23,no
42033321650000,7176,7133.27,DEAN,42.73,no
42033321650000,7495.5,7393.92,WFMPB,101.58,yes
42033321650000,7415.5,7393.92,WFMPB,21.58,yes
42033321650000,7224.5,7133.27,DEAN,91.23,no
42033321650000,7202.5,7133.27,DEAN,69.23,no
42033321650000,7532.5,7393.92,WFMPB,138.58,yes
42033321650000,7152.5,7133.27,DEAN,19.23,no
42033321650000,7351,7285.23,WFMP,65.77,no
42033321650000,7287.5,7285.23,WFMP,2.27,no
42033321650000,7541,7393.92,WFMPB,147.08,yes
42033321650000,7475.5,7393.92,WFMPB,81.58,yes
42033321650000,7135.5,7133.27,DEAN,2.23,no
42033321650000,7466,7393.92,WFMPB,72.08,yes
42033321650000,7360,7285.23,WFMP,74.77,no
42033321650000,7523.5,7393.92,WFMPB,129.58,yes
42033321650000,7397.5,7393.92,WFMPB,3.58,yes
42033321650000,7271.5,7133.27,DEAN,138.23,no
42033321650000,7408,7393.92,WFMPB,14.08,yes
42033321650000,7278,7133.27,DEAN,144.73,no
42033321650000,7557.5,7393.92,WFMPB,163.58,yes
42033321650000,7235,7133.27,DEAN,101.73,no
42033321650000,7125,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42033321650000,7332,7285.23,WFMP,46.77,no
42033322170000,6337,6256.86,SPRBS,80.14,no
42033322170000,7028,6973.6,DEAN,54.4,no
42033322170000,6864,6256.86,SPRBS,607.14,no
42033322170000,7912,7756.89,CNYN,155.11,no
42033322170000,7819,7756.89,CNYN,62.11,no
42033322170000,7113,7110.34,WFMP,2.66,no
42033322170000,7640.5,7610.58,WFMPD,29.92,no
42033322170000,7895,7756.89,CNYN,138.11,no
42033322170000,6936,6256.86,SPRBS,679.14,no
42033322170000,7692.5,7610.58,WFMPD,81.92,no
42033322170000,7888.5,7756.89,CNYN,131.61,no
42033322170000,7840.5,7756.89,CNYN,83.61,no
42033322170000,7597.5,7348.63,WFMPC,248.87,no
42033322170000,7042,6973.6,DEAN,68.4,no
42033322170000,7630,7610.58,WFMPD,19.42,no
42033322170000,5737,5571.38,SPRBM,165.62,no
42033322170000,7142,7110.34,WFMP,31.66,no
42033322170000,5701,5571.38,SPRBM,129.62,no
42033322170000,7731,7610.58,WFMPD,120.42,no
42033322170000,6846,6256.86,SPRBS,589.14,no
42033322170000,6892,6256.86,SPRBS,635.14,no
42033322170000,7139,7110.34,WFMP,28.66,no
42033322170000,7664.5,7610.58,WFMPD,53.92,no
42033322170000,5716,5571.38,SPRBM,144.62,no
42033322170000,8361.5,7991.41,STRN,370.09,yes
42033322170000,7850,7756.89,CNYN,93.11,no
42033322170000,7791,7756.89,CNYN,34.11,no
42033322170000,7012,6973.6,DEAN,38.4,no
42033322170000,6853,6256.86,SPRBS,596.14,no
42033322170000,7587.5,7348.63,WFMPC,238.87,no
42033322170000,8369,7991.41,STRN,377.59,yes
42033322170000,6323,6256.86,SPRBS,66.14,no
42033322170000,7609.5,7348.63,WFMPC,260.87,no
42033322170000,6334,6256.86,SPRBS,77.14,no
42033322170000,7738.5,7610.58,WFMPD,127.92,no
42033322170000,6382,6256.86,SPRBS,125.14,no
42033322170000,7770,7756.89,CNYN,13.11,no
42033322170000,7746.5,7610.58,WFMPD,135.92,no
42033322170000,7826,7756.89,CNYN,69.11,no
42033322170000,7711,7610.58,WFMPD,100.42,no
42033322170000,7702.5,7610.58,WFMPD,91.92,no
42033322170000,7016,6973.6,DEAN,42.4,no
42033322170000,7925,7756.89,CNYN,168.11,no
42033322170000,7145,7110.34,WFMP,34.66,no
42033322170000,7650.5,7610.58,WFMPD,39.92,no
42033322170000,6898,6256.86,SPRBS,641.14,no
42033322170000,6872,6256.86,SPRBS,615.14,no
42033322170000,7173,7171.53,WFMPB,1.47,no
42033322170000,6895,6256.86,SPRBS,638.14,no
42033322170000,7757.5,7756.89,CNYN,0.61,no
42033322170000,7025,6973.6,DEAN,51.4,no
42033322170000,6364,6256.86,SPRBS,107.14,no
42033322170000,7674,7610.58,WFMPD,63.42,no
42033322170000,7060,6973.6,DEAN,86.4,no
42033322170000,7859.5,7756.89,CNYN,102.61,no
42033322170000,6326,6256.86,SPRBS,69.14,no
42033322170000,6885,6256.86,SPRBS,628.14,no
42033322170000,7619.5,7610.58,WFMPD,8.92,no
42033322170000,7720,7610.58,WFMPD,109.42,no
42033322170000,7799,7756.89,CNYN,42.11,no
42033322170000,7778.5,7756.89,CNYN,21.61,no
42033322170000,7683,7610.58,WFMPD,72.42,no
42033322170000,7810.5,7756.89,CNYN,53.61,no
42033322170000,6902,6256.86,SPRBS,645.14,no
42033322170000,7934.5,7756.89,CNYN,177.61,no
42033322170000,7943,7756.89,CNYN,186.11,no
42033322170000,7656.5,7610.58,WFMPD,45.92,no
42033322170000,6929,6256.86,SPRBS,672.14,no
42033322170000,6372,6256.86,SPRBS,115.14,no
42033322170000,6880,6256.86,SPRBS,623.14,no
42033322170000,7878.5,7756.89,CNYN,121.61,no
42033322170000,7869,7756.89,CNYN,112.11,no
42033322170000,7749,7610.58,WFMPD,138.42,no
42033322170000,7902.5,7756.89,CNYN,145.61,no
42103361910000,7607,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7474.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7456.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7466,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7493.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7445.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7502,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7515,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7425,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7683,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7701,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7549,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7619,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7652.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7585.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7522,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7642,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7577,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7436,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7570.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7689.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7539.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7671.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7486,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7662.5,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42103361910000,7597,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API,no QEP tops associated with this API
42105413110000,6935.5,6743.49,WFMP,192.01,no
42105413110000,7060.5,6743.49,WFMP,317.01,no
42105413110000,7033,6743.49,WFMP,289.51,no
42105413110000,6737.5,6657.13,DEAN,80.37,no
42105413110000,7099,7085.5,WFMPB,13.5,no
42105413110000,6785,6743.49,WFMP,41.51,no
42105413110000,7246,7085.5,WFMPB,160.5,no
42105413110000,6904,6743.49,WFMP,160.51,no
42105413110000,7195.5,7085.5,WFMPB,110,no
42105413110000,7020.5,6743.49,WFMP,277.01,no
42105413110000,6817,6743.49,WFMP,73.51,no
42105413110000,6892.5,6743.49,WFMP,149.01,no
42105413110000,7274,7085.5,WFMPB,188.5,no
42105413110000,7154,7085.5,WFMPB,68.5,no
42105413110000,7232,7085.5,WFMPB,146.5,no
42105413110000,6685,6657.13,DEAN,27.87,no
42105413110000,7087.5,7085.5,WFMPB,2,no
42105413110000,6729.5,6657.13,DEAN,72.37,no
42105413110000,6858,6743.49,WFMP,114.51,no
42105413110000,6970.5,6743.49,WFMP,227.01,no
42105413110000,6925,6743.49,WFMP,181.51,no
42105413110000,7168.5,7085.5,WFMPB,83,no
42105413110000,6750,6743.49,WFMP,6.51,no
42105413110000,6760.5,6743.49,WFMP,17.01,no
42105413110000,7113.5,7085.5,WFMPB,28,no
42105413110000,6837,6743.49,WFMP,93.51,no
42105413110000,7060.5,6743.49,WFMP,317.01,no
42105413110000,6806,6743.49,WFMP,62.51,no
42105413110000,6880,6743.49,WFMP,136.51,no
42105413110000,6827,6743.49,WFMP,83.51,no
42105413110000,7210,7085.5,WFMPB,124.5,no
42105413110000,7181,7085.5,WFMPB,95.5,no
42105413110000,6997,6743.49,WFMP,253.51,no
42105413110000,6696.5,6657.13,DEAN,39.37,no
42105413110000,7258,7085.5,WFMPB,172.5,no
42105413110000,6925,6743.49,WFMP,181.51,no
42105413110000,6869.5,6743.49,WFMP,126.01,no
42105413110000,6774,6743.49,WFMP,30.51,no
42105413110000,7047.5,6743.49,WFMP,304.01,no
42105413110000,6848,6743.49,WFMP,104.51,no
42105413110000,7142.5,7085.5,WFMPB,57,no
42105413110000,6984.5,6743.49,WFMP,241.01,no
42105413110000,6914.5,6743.49,WFMP,171.01,no
42105413110000,7288,7085.5,WFMPB,202.5,no
42105413110000,7008,6743.49,WFMP,264.51,no
42105413110000,6957.5,6743.49,WFMP,214.01,no
42105413110000,6945.5,6743.49,WFMP,202.01,no
42105413110000,6706,6657.13,DEAN,48.87,no
42105413110000,7074.5,6743.49,WFMP,331.01,no
42105413110000,7300.5,7085.5,WFMPB,215,no
42105413110000,6717,6657.13,DEAN,59.87,no
42105413110000,6795,6743.49,WFMP,51.51,no
42105413110000,7126,7085.5,WFMPB,40.5,no
42105413530000,6207.25,6079.02,WFMP,128.23,no
42105413530000,6389,6079.02,WFMP,309.98,no
42105413530000,6943.5,6412.42,WFMPB,531.08,no
42105413530000,6965.75,6412.42,WFMPB,553.33,no
42105413530000,6395.5,6079.02,WFMP,316.48,no
42105413530000,5966,5958.31,DEAN,7.69,no
42105413530000,5915,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,6160,6079.02,WFMP,80.98,no
42105413530000,6240.75,6079.02,WFMP,161.73,no
42105413530000,6637.5,6412.42,WFMPB,225.08,no
42105413530000,6463,6412.42,WFMPB,50.58,no
42105413530000,6070,5958.31,DEAN,111.69,no
42105413530000,6666.5,6412.42,WFMPB,254.08,no
42105413530000,6328.5,6079.02,WFMP,249.48,no
42105413530000,7316,7047.05,WFMPC,268.95,yes
42105413530000,6309.5,6079.02,WFMP,230.48,no
42105413530000,6433.25,6412.42,WFMPB,20.83,no
42105413530000,6164.75,6079.02,WFMP,85.73,no
42105413530000,6094.25,6079.02,WFMP,15.23,no
42105413530000,6531.5,6412.42,WFMPB,119.08,no
42105413530000,4958,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,6633,6412.42,WFMPB,220.58,no
42105413530000,6126.5,6079.02,WFMP,47.48,no
42105413530000,6959.75,6412.42,WFMPB,547.33,no
42105413530000,6256.5,6079.02,WFMP,177.48,no
42105413530000,4978,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,6401,6079.02,WFMP,321.98,no
42105413530000,6693,6412.42,WFMPB,280.58,no
42105413530000,6131,6079.02,WFMP,51.98,no
42105413530000,6952.25,6412.42,WFMPB,539.83,no
42105413530000,6893.5,6412.42,WFMPB,481.08,no
42105413530000,6476.5,6412.42,WFMPB,64.08,no
42105413530000,6281.75,6079.02,WFMP,202.73,no
42105413530000,6936,6412.42,WFMPB,523.58,no
42105413530000,6367,6079.02,WFMP,287.98,no
42105413530000,6572.5,6412.42,WFMPB,160.08,no
42105413530000,6922.5,6412.42,WFMPB,510.08,no
42105413530000,6139,6079.02,WFMP,59.98,no
42105413530000,6736,6412.42,WFMPB,323.58,no
42105413530000,6724,6412.42,WFMPB,311.58,no
42105413530000,6768,6412.42,WFMPB,355.58,no
42105413530000,6152.5,6079.02,WFMP,73.48,no
42105413530000,5814,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,6483,6412.42,WFMPB,70.58,no
42105413530000,6143.75,6079.02,WFMP,64.73,no
42105413530000,6193.5,6079.02,WFMP,114.48,no
42105413530000,6452.75,6412.42,WFMPB,40.33,no
42105413530000,6977.5,6412.42,WFMPB,565.08,no
42105413530000,6605.25,6412.42,WFMPB,192.83,no
42105413530000,6379.75,6079.02,WFMP,300.73,no
42105413530000,6415,6412.42,WFMPB,2.58,no
42105413530000,4934,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,6983.5,6412.42,WFMPB,571.08,no
42105413530000,6421.75,6412.42,WFMPB,9.33,no
42105413530000,6643.5,6412.42,WFMPB,231.08,no
42105413530000,6995,6412.42,WFMPB,582.58,no
42105413530000,7256,7047.05,WFMPC,208.95,yes
42105413530000,6673.5,6412.42,WFMPB,261.08,no
42105413530000,6712,6412.42,WFMPB,299.58,no
42105413530000,7004,6412.42,WFMPB,591.58,no
42105413530000,6800,6412.42,WFMPB,387.58,no
42105413530000,6468.5,6412.42,WFMPB,56.08,no
42105413530000,6290.75,6079.02,WFMP,211.73,no
42105413530000,6018,5958.31,DEAN,59.69,no
42105413530000,4986,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,6122.5,6079.02,WFMP,43.48,no
42105413530000,6100.25,6079.02,WFMP,21.23,no
42105413530000,6248.5,6079.02,WFMP,169.48,no
42105413530000,6758,6412.42,WFMPB,345.58,no
42105413530000,6537.75,6412.42,WFMPB,125.33,no
42105413530000,6311.5,6079.02,WFMP,232.48,no
42105413530000,6896.5,6412.42,WFMPB,484.08,no
42105413530000,6617,6412.42,WFMPB,204.58,no
42105413530000,5854,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,6931.5,6412.42,WFMPB,519.08,no
42105413530000,7066,7047.05,WFMPC,18.95,yes
42105413530000,6651.5,6412.42,WFMPB,239.08,no
42105413530000,7022.5,6412.42,WFMPB,610.08,no
42105413530000,6514.5,6412.42,WFMPB,102.08,no
42105413530000,6875.5,6412.42,WFMPB,463.08,no
42105413530000,5304,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,6508,6412.42,WFMPB,95.58,no
42105413530000,6300.25,6079.02,WFMP,221.23,no
42105413530000,6560,6412.42,WFMPB,147.58,no
42105413530000,6564,6412.42,WFMPB,151.58,no
42105413530000,7038.75,6412.42,WFMPB,626.33,no
42105413530000,6274.5,6079.02,WFMP,195.48,no
42105413530000,6656,6412.42,WFMPB,243.58,no
42105413530000,6343.75,6079.02,WFMP,264.73,no
42105413530000,6679.5,6412.42,WFMPB,267.08,no
42105413530000,7008.75,6412.42,WFMPB,596.33,no
42105413530000,6322,6079.02,WFMP,242.98,no
42105413530000,6171.75,6079.02,WFMP,92.73,no
42105413530000,6167.75,6079.02,WFMP,88.73,no
42105413530000,6179.5,6079.02,WFMP,100.48,no
42105413530000,6582.25,6412.42,WFMPB,169.83,no
42105413530000,7034.75,6412.42,WFMPB,622.33,no
42105413530000,6501,6412.42,WFMPB,88.58,no
42105413530000,6105.5,6079.02,WFMP,26.48,no
42105413530000,5316,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,6245.75,6079.02,WFMP,166.73,no
42105413530000,6350.75,6079.02,WFMP,271.73,no
42105413530000,6189.5,6079.02,WFMP,110.48,no
42105413530000,6324.5,6079.02,WFMP,245.48,no
42105413530000,7084,7047.05,WFMPC,36.95,yes
42105413530000,6917,6412.42,WFMPB,504.58,no
42105413530000,6109.25,6079.02,WFMP,30.23,no
42105413530000,6114.25,6079.02,WFMP,35.23,no
42105413530000,6494,6412.42,WFMPB,81.58,no
42105413530000,5288,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,7018,6412.42,WFMPB,605.58,no
42105413530000,6519.5,6412.42,WFMPB,107.08,no
42105413530000,6184.5,6079.02,WFMP,105.48,no
42105413530000,6205.25,6079.02,WFMP,126.23,no
42105413530000,6840,6412.42,WFMPB,427.58,no
42105413530000,6088.75,6079.02,WFMP,9.73,no
42105413530000,5804,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top,plug shallower than highest QEP top
42105413530000,6595.25,6412.42,WFMPB,182.83,no
42105413530000,6554,6412.42,WFMPB,141.58,no
42105413530000,6473,6412.42,WFMPB,60.58,no
42105413530000,6427.75,6412.42,WFMPB,15.33,no
42105413530000,6436.75,6412.42,WFMPB,24.33,no
42105413530000,6199,6079.02,WFMP,119.98,no
42105413530000,7045.25,6412.42,WFMPB,632.83,no
42105413530000,6567.5,6412.42,WFMPB,155.08,no
42105413530000,6686,6412.42,WFMPB,273.58,no
42105413530000,6214.25,6079.02,WFMP,135.23,no
42105413530000,6135,6079.02,WFMP,55.98,no
42105413530000,6907.5,6412.42,WFMPB,495.08,no
42105413530000,6543.75,6412.42,WFMPB,131.33,no
42105414130000,6334,6251.18,DEAN,82.82,no
42105414130000,6822,6665.12,WFMPB,156.88,no
42105414130000,6654,6348.42,WFMP,305.58,no
42105414130000,6415,6348.42,WFMP,66.58,no
42105414130000,6424,6348.42,WFMP,75.58,no
42105414130000,6247,5775.2,SPRBS,471.8,no
42105414130000,6760,6665.12,WFMPB,94.88,no
42105414130000,6420,6348.42,WFMP,71.58,no
42105414130000,6366,6348.42,WFMP,17.58,no
42105414130000,6885,6665.12,WFMPB,219.88,no
42105414130000,6494,6348.42,WFMP,145.58,no
42105414130000,7416,7292.99,WFMPC,123.01,yes
42105414130000,6834,6665.12,WFMPB,168.88,no
42105414130000,6609,6348.42,WFMP,260.58,no
42105414130000,7243,6665.12,WFMPB,577.88,no
42105414130000,6941,6665.12,WFMPB,275.88,no
42105414130000,6594,6348.42,WFMP,245.58,no
42105414130000,6752,6665.12,WFMPB,86.88,no
42105414130000,7442,7292.99,WFMPC,149.01,yes
42105414130000,6798,6665.12,WFMPB,132.88,no
42105414130000,6811,6665.12,WFMPB,145.88,no
42105414130000,6350,6348.42,WFMP,1.58,no
42105414130000,6683,6665.12,WFMPB,17.88,no
42105414130000,7256,6665.12,WFMPB,590.88,no
